"","size","year"
"5075",587,87
"5076",590,87
"5077",590,87
"5078",595,87
"5079",597,87
"5080",600,87
"5081",600,87
"5082",600,87
"5083",600,87
"5084",601,87
"5085",602,87
"5086",603,87
"5087",604,87
"5088",607,87
"5089",610,87
"5090",613,87
"5091",614,87
"5092",615,87
"5093",617,87
"5094",624,87
"5095",625,87
"5096",626,87
"5097",626,87
"5098",628,87
"5099",630,87
"5100",630,87
"5101",631,87
"5102",632,87
"5103",632,87
"5104",635,87
"5105",635,87
"5106",636,87
"5107",636,87
"5108",637,87
"5109",638,87
"5110",640,87
"5111",642,87
"5112",643,87
"5113",645,87
"5114",645,87
"5115",650,87
"5116",650,87
"5117",650,87
"5118",650,87
"5119",651,87
"5120",655,87
"5121",655,87
"5122",655,87
"5123",657,87
"5124",658,87
"5125",659,87
"5126",660,87
"5127",665,87
"5128",665,87
"5129",669,87
"5130",669,87
"5131",669,87
"5132",670,87
"5133",674,87
"5134",680,87
"5135",680,87
"5136",681,87
"5137",682,87
"5138",683,87
"5139",685,87
"5140",688,87
"5141",688,87
"5142",690,87
"5143",691,87
"5144",691,87
"5145",695,87
"5146",700,87
"5147",700,87
"5148",700,87
"5149",700,87
"5150",700,87
"5151",700,87
"5152",700,87
"5153",700,87
"5154",700,87
"5155",700,87
"5156",700,87
"5157",700,87
"5158",701,87
"5159",702,87
"5160",703,87
"5161",704,87
"5162",708,87
"5163",708,87
"5164",708,87
"5165",709,87
"5166",711,87
"5167",713,87
"5168",716,87
"5169",722,87
"5170",724,87
"5171",725,87
"5172",725,87
"5173",726,87
"5174",726,87
"5175",731,87
"5176",733,87
"5177",736,87
"5178",736,87
"5179",737,87
"5180",739,87
"5181",739,87
"5182",742,87
"5183",743,87
"5184",746,87
"5185",746,87
"5186",747,87
"5187",750,87
"5188",750,87
"5189",750,87
"5190",750,87
"5191",750,87
"5192",750,87
"5193",750,87
"5194",750,87
"5195",759,87
"5196",760,87
"5197",760,87
"5198",761,87
"5199",763,87
"5200",770,87
"5201",770,87
"5202",774,87
"5203",776,87
"5204",777,87
"5205",781,87
"5206",785,87
"5207",786,87
"5208",789,87
"5209",789,87
"5210",790,87
"5211",790,87
"5212",790,87
"5213",793,87
"5214",799,87
"5215",799,87
"5216",800,87
"5217",800,87
"5218",800,87
"5219",802,87
"5220",806,87
"5221",810,87
"5222",810,87
"5223",810,87
"5224",811,87
"5225",815,87
"5226",816,87
"5227",817,87
"5228",819,87
"5229",820,87
"5230",823,87
"5231",824,87
"5232",825,87
"5233",826,87
"5234",827,87
"5235",829,87
"5236",830,87
"5237",831,87
"5238",832,87
"5239",832,87
"5240",835,87
"5241",835,87
"5242",837,87
"5243",846,87
"5244",849,87
"5245",849,87
"5246",850,87
"5247",850,87
"5248",850,87
"5249",850,87
"5250",851,87
"5251",854,87
"5252",855,87
"5253",858,87
"5254",859,87
"5255",860,87
"5256",864,87
"5257",864,87
"5258",865,87
"5259",876,87
"5260",880,87
"5261",880,87
"5262",886,87
"5263",890,87
"5264",894,87
"5265",895,87
"5266",897,87
"5267",899,87
"5268",900,87
"5269",900,87
"5270",900,87
"5271",900,87
"5272",900,87
"5273",900,87
"5274",900,87
"5275",900,87
"5276",901,87
"5277",902,87
"5278",904,87
"5279",904,87
"5280",906,87
"5281",906,87
"5282",909,87
"5283",911,87
"5284",917,87
"5285",918,87
"5286",918,87
"5287",920,87
"5288",920,87
"5289",921,87
"5290",921,87
"5291",925,87
"5292",928,87
"5293",928,87
"5294",930,87
"5295",930,87
"5296",937,87
"5297",937,87
"5298",940,87
"5299",942,87
"5300",943,87
"5301",945,87
"5302",947,87
"5303",948,87
"5304",950,87
"5305",963,87
"5306",964,87
"5307",965,87
"5308",965,87
"5309",970,87
"5310",980,87
"5311",981,87
"5312",981,87
"5313",981,87
"5314",982,87
"5315",983,87
"5316",988,87
"5317",990,87
"5318",990,87
"5319",990,87
"5320",991,87
"5321",994,87
"5322",996,87
"5323",997,87
"5324",1000,87
"5325",1000,87
"5326",1000,87
"5327",1000,87
"5328",1000,87
"5329",1000,87
"5330",1005,87
"5331",1009,87
"5332",1014,87
"5333",1015,87
"5334",1024,87
"5335",1025,87
"5336",1038,87
"5337",1038,87
"5338",1040,87
"5339",1040,87
"5340",1042,87
"5341",1045,87
"5342",1046,87
"5343",1047,87
"5344",1047,87
"5345",1047,87
"5346",1047,87
"5347",1049,87
"5348",1049,87
"5349",1049,87
"5350",1050,87
"5351",1050,87
"5352",1051,87
"5353",1053,87
"5354",1053,87
"5355",1057,87
"5356",1059,87
"5357",1062,87
"5358",1070,87
"5359",1070,87
"5360",1071,87
"5361",1072,87
"5362",1078,87
"5363",1086,87
"5364",1089,87
"5365",1089,87
"5366",1090,87
"5367",1095,87
"5368",1100,87
"5369",1100,87
"5370",1101,87
"5371",1106,87
"5372",1106,87
"5373",1108,87
"5374",1112,87
"5375",1112,87
"5376",1115,87
"5377",1116,87
"5378",1118,87
"5379",1120,87
"5380",1122,87
"5381",1125,87
"5382",1128,87
"5383",1129,87
"5384",1129,87
"5385",1131,87
"5386",1138,87
"5387",1142,87
"5388",1145,87
"5389",1145,87
"5390",1147,87
"5391",1150,87
"5392",1156,87
"5393",1160,87
"5394",1160,87
"5395",1160,87
"5396",1163,87
"5397",1168,87
"5398",1178,87
"5399",1178,87
"5400",1179,87
"5401",1184,87
"5402",1186,87
"5403",1187,87
"5404",1196,87
"5405",1196,87
"5406",1199,87
"5407",1200,87
"5408",1200,87
"5409",1200,87
"5410",1200,87
"5411",1200,87
"5412",1210,87
"5413",1211,87
"5414",1212,87
"5415",1218,87
"5416",1220,87
"5417",1220,87
"5418",1233,87
"5419",1237,87
"5420",1237,87
"5421",1242,87
"5422",1243,87
"5423",1249,87
"5424",1250,87
"5425",1252,87
"5426",1255,87
"5427",1258,87
"5428",1259,87
"5429",1261,87
"5430",1270,87
"5431",1270,87
"5432",1271,87
"5433",1272,87
"5434",1272,87
"5435",1276,87
"5436",1278,87
"5437",1288,87
"5438",1299,87
"5439",1299,87
"5440",1300,87
"5441",1300,87
"5442",1300,87
"5443",1302,87
"5444",1307,87
"5445",1310,87
"5446",1312,87
"5447",1312,87
"5448",1313,87
"5449",1315,87
"5450",1320,87
"5451",1328,87
"5452",1330,87
"5453",1330,87
"5454",1331,87
"5455",1334,87
"5456",1340,87
"5457",1346,87
"5458",1347,87
"5459",1349,87
"5460",1350,87
"5461",1350,87
"5462",1350,87
"5463",1352,87
"5464",1358,87
"5465",1358,87
"5466",1359,87
"5467",1360,87
"5468",1360,87
"5469",1361,87
"5470",1368,87
"5471",1371,87
"5472",1371,87
"5473",1378,87
"5474",1380,87
"5475",1384,87
"5476",1387,87
"5477",1391,87
"5478",1395,87
"5479",1396,87
"5480",1397,87
"5481",1400,87
"5482",1400,87
"5483",1400,87
"5484",1400,87
"5485",1410,87
"5486",1412,87
"5487",1414,87
"5488",1420,87
"5489",1430,87
"5490",1433,87
"5491",1443,87
"5492",1445,87
"5493",1450,87
"5494",1453,87
"5495",1453,87
"5496",1458,87
"5497",1459,87
"5498",1460,87
"5499",1460,87
"5500",1472,87
"5501",1473,87
"5502",1482,87
"5503",1485,87
"5504",1488,87
"5505",1491,87
"5506",1497,87
"5507",1500,87
"5508",1500,87
"5509",1500,87
"5510",1500,87
"5511",1500,87
"5512",1500,87
"5513",1500,87
"5514",1500,87
"5515",1503,87
"5516",1508,87
"5517",1510,87
"5518",1517,87
"5519",1524,87
"5520",1528,87
"5521",1529,87
"5522",1534,87
"5523",1541,87
"5524",1543,87
"5525",1553,87
"5526",1567,87
"5527",1578,87
"5528",1585,87
"5529",1585,87
"5530",1590,87
"5531",1592,87
"5532",1594,87
"5533",1600,87
"5534",1600,87
"5535",1605,87
"5536",1607,87
"5537",1610,87
"5538",1611,87
"5539",1616,87
"5540",1619,87
"5541",1621,87
"5542",1640,87
"5543",1642,87
"5544",1648,87
"5545",1657,87
"5546",1660,87
"5547",1664,87
"5548",1664,87
"5549",1665,87
"5550",1674,87
"5551",1686,87
"5552",1699,87
"5553",1700,87
"5554",1700,87
"5555",1700,87
"5556",1712,87
"5557",1720,87
"5558",1726,87
"5559",1733,87
"5560",1734,87
"5561",1736,87
"5562",1750,87
"5563",1750,87
"5564",1780,87
"5565",1780,87
"5566",1789,87
"5567",1793,87
"5568",1800,87
"5569",1800,87
"5570",1800,87
"5571",1801,87
"5572",1804,87
"5573",1821,87
"5574",1830,87
"5575",1833,87
"5576",1840,87
"5577",1853,87
"5578",1853,87
"5579",1873,87
"5580",1880,87
"5581",1882,87
"5582",1899,87
"5583",1900,87
"5584",1904,87
"5585",1906,87
"5586",1922,87
"5587",1929,87
"5588",1931,87
"5589",1994,87
"5590",2000,87
"5591",2000,87
"5592",2000,87
"5593",2000,87
"5594",2006,87
"5595",2018,87
"5596",2020,87
"5597",2030,87
"5598",2058,87
"5599",2072,87
"5600",2078,87
"5601",2080,87
"5602",2083,87
"5603",2097,87
"5604",2121,87
"5605",2133,87
"5606",2146,87
"5607",2150,87
"5608",2154,87
"5609",2158,87
"5610",2158,87
"5611",2161,87
"5612",2167,87
"5613",2169,87
"5614",2173,87
"5615",2189,87
"5616",2200,87
"5617",2200,87
"5618",2203,87
"5619",2220,87
"5620",2237,87
"5621",2242,87
"5622",2251,87
"5623",2253,87
"5624",2255,87
"5625",2263,87
"5626",2268,87
"5627",2311,87
"5628",2333,87
"5629",2345,87
"5630",2357,87
"5631",2365,87
"5632",2366,87
"5633",2376,87
"5634",2377,87
"5635",2396,87
"5636",2446,87
"5637",2446,87
"5638",2450,87
"5639",2450,87
"5640",2465,87
"5641",2500,87
"5642",2524,87
"5643",2591,87
"5644",2597,87
"5645",2599,87
"5646",2615,87
"5647",2622,87
"5648",2669,87
"5649",2680,87
"5650",2681,87
"5651",2700,87
"5652",2700,87
"5653",2700,87
"5654",2705,87
"5655",2716,87
"5656",2720,87
"5657",2738,87
"5658",2739,87
"5659",2800,87
"5660",2847,87
"5661",2856,87
"5662",2863,87
"5663",2900,87
"5664",2902,87
"5665",2946,87
"5666",2975,87
"5667",2977,87
"5668",2992,87
"5669",3000,87
"5670",3000,87
"5671",3000,87
"5672",3000,87
"5673",3008,87
"5674",3013,87
"5675",3033,87
"5676",3050,87
"5677",3059,87
"5678",3059,87
"5679",3060,87
"5680",3081,87
"5681",3097,87
"5682",3183,87
"5683",3184,87
"5684",3197,87
"5685",3232,87
"5686",3275,87
"5687",3282,87
"5688",3310,87
"5689",3386,87
"5690",3461,87
"5691",3488,87
"5692",3499,87
"5693",3548,87
"5694",3639,87
"5695",3649,87
"5696",3670,87
"5697",3700,87
"5698",3742,87
"5699",3790,87
"5700",3842,87
"5701",3851,87
"5702",3883,87
"5703",3949,87
"5704",3972,87
"5705",4012,87
"5706",4022,87
"5707",4176,87
"5708",4230,87
"5709",4253,87
"5710",4320,87
"5711",4365,87
"5712",4513,87
"5713",4514,87
"5714",4605,87
"5715",4703,87
"5716",4789,87
"5717",4860,87
"5718",4939,87
"5719",4949,87
"5720",4998,87
"5721",5338,87
"5722",5360,87
"5723",5375,87
"5724",5500,87
"5725",5517,87
"5726",5661,87
"5727",5694,87
"5728",5721,87
"5729",5859,87
"5730",6000,87
"5731",6050,87
"5732",6096,87
"5733",6266,87
"5734",6372,87
"5735",6451,87
"5736",6641,87
"5737",6709,87
"5738",6896,87
"5739",6975,87
"5740",7217,87
"5741",7430,87
"5742",7494,87
"5743",7500,87
"5744",7534,87
"5745",7796,87
"5746",8000,87
"5747",8735,87
"5748",8836,87
"5749",9446,87
"5750",9549,87
"5751",9556,87
"5752",9572,87
"5753",10744,87
"5754",11629,87
"5755",12720,87
"5756",13791,87
"5757",14248,87
"5758",15773,87
"5759",15972,87
"5760",16300,87
"5761",19420,87
"5762",21147,87
"5763",22850,87
"5764",26032,87
"5765",27869,87
"5766",28824,87
"5767",35306,87
"5768",37930,87
"5769",44926,87
"5770",500,88
"5771",500,88
"5772",500,88
"5773",500,88
"5774",500,88
"5775",500,88
"5776",500,88
"5777",500,88
"5778",500,88
"5779",500,88
"5780",500,88
"5781",500,88
"5782",500,88
"5783",500,88
"5784",501,88
"5785",502,88
"5786",504,88
"5787",507,88
"5788",507,88
"5789",508,88
"5790",510,88
"5791",510,88
"5792",510,88
"5793",510,88
"5794",511,88
"5795",513,88
"5796",513,88
"5797",514,88
"5798",515,88
"5799",517,88
"5800",518,88
"5801",520,88
"5802",521,88
"5803",521,88
"5804",521,88
"5805",522,88
"5806",522,88
"5807",523,88
"5808",525,88
"5809",526,88
"5810",529,88
"5811",530,88
"5812",531,88
"5813",531,88
"5814",533,88
"5815",535,88
"5816",537,88
"5817",537,88
"5818",542,88
"5819",543,88
"5820",544,88
"5821",544,88
"5822",548,88
"5823",550,88
"5824",550,88
"5825",550,88
"5826",550,88
"5827",550,88
"5828",551,88
"5829",556,88
"5830",556,88
"5831",557,88
"5832",558,88
"5833",559,88
"5834",560,88
"5835",568,88
"5836",571,88
"5837",575,88
"5838",575,88
"5839",575,88
"5840",577,88
"5841",577,88
"5842",578,88
"5843",580,88
"5844",580,88
"5845",580,88
"5846",581,88
"5847",582,88
"5848",583,88
"5849",589,88
"5850",592,88
"5851",595,88
"5852",595,88
"5853",597,88
"5854",599,88
"5855",600,88
"5856",600,88
"5857",600,88
"5858",600,88
"5859",600,88
"5860",600,88
"5861",600,88
"5862",600,88
"5863",600,88
"5864",600,88
"5865",601,88
"5866",601,88
"5867",608,88
"5868",608,88
"5869",609,88
"5870",610,88
"5871",611,88
"5872",614,88
"5873",615,88
"5874",615,88
"5875",615,88
"5876",616,88
"5877",616,88
"5878",617,88
"5879",618,88
"5880",619,88
"5881",620,88
"5882",620,88
"5883",620,88
"5884",622,88
"5885",622,88
"5886",623,88
"5887",624,88
"5888",627,88
"5889",627,88
"5890",631,88
"5891",632,88
"5892",634,88
"5893",634,88
"5894",637,88
"5895",639,88
"5896",639,88
"5897",640,88
"5898",641,88
"5899",643,88
"5900",645,88
"5901",646,88
"5902",648,88
"5903",649,88
"5904",650,88
"5905",652,88
"5906",653,88
"5907",655,88
"5908",655,88
"5909",656,88
"5910",656,88
"5911",658,88
"5912",659,88
"5913",659,88
"5914",660,88
"5915",662,88
"5916",667,88
"5917",669,88
"5918",669,88
"5919",672,88
"5920",672,88
"5921",675,88
"5922",675,88
"5923",675,88
"5924",675,88
"5925",675,88
"5926",677,88
"5927",677,88
"5928",684,88
"5929",687,88
"5930",688,88
"5931",691,88
"5932",694,88
"5933",694,88
"5934",697,88
"5935",700,88
"5936",700,88
"5937",700,88
"5938",700,88
"5939",700,88
"5940",700,88
"5941",701,88
"5942",702,88
"5943",705,88
"5944",705,88
"5945",710,88
"5946",713,88
"5947",713,88
"5948",714,88
"5949",719,88
"5950",719,88
"5951",720,88
"5952",721,88
"5953",724,88
"5954",729,88
"5955",731,88
"5956",732,88
"5957",741,88
"5958",742,88
"5959",742,88
"5960",745,88
"5961",746,88
"5962",749,88
"5963",749,88
"5964",750,88
"5965",750,88
"5966",750,88
"5967",750,88
"5968",750,88
"5969",750,88
"5970",750,88
"5971",750,88
"5972",751,88
"5973",752,88
"5974",755,88
"5975",760,88
"5976",761,88
"5977",762,88
"5978",763,88
"5979",764,88
"5980",768,88
"5981",768,88
"5982",770,88
"5983",770,88
"5984",771,88
"5985",772,88
"5986",772,88
"5987",773,88
"5988",776,88
"5989",777,88
"5990",781,88
"5991",785,88
"5992",788,88
"5993",791,88
"5994",795,88
"5995",798,88
"5996",800,88
"5997",800,88
"5998",800,88
"5999",800,88
"6000",800,88
"6001",801,88
"6002",807,88
"6003",807,88
"6004",810,88
"6005",810,88
"6006",812,88
"6007",815,88
"6008",818,88
"6009",818,88
"6010",819,88
"6011",819,88
"6012",821,88
"6013",821,88
"6014",825,88
"6015",825,88
"6016",825,88
"6017",825,88
"6018",826,88
"6019",829,88
"6020",833,88
"6021",839,88
"6022",840,88
"6023",840,88
"6024",840,88
"6025",841,88
"6026",843,88
"6027",843,88
"6028",844,88
"6029",844,88
"6030",846,88
"6031",848,88
"6032",849,88
"6033",849,88
"6034",850,88
"6035",850,88
"6036",851,88
"6037",851,88
"6038",852,88
"6039",852,88
"6040",853,88
"6041",862,88
"6042",862,88
"6043",862,88
"6044",862,88
"6045",863,88
"6046",864,88
"6047",866,88
"6048",870,88
"6049",871,88
"6050",872,88
"6051",877,88
"6052",878,88
"6053",883,88
"6054",884,88
"6055",884,88
"6056",885,88
"6057",885,88
"6058",886,88
"6059",887,88
"6060",890,88
"6061",891,88
"6062",898,88
"6063",900,88
"6064",900,88
"6065",900,88
"6066",900,88
"6067",900,88
"6068",902,88
"6069",907,88
"6070",909,88
"6071",910,88
"6072",912,88
"6073",913,88
"6074",916,88
"6075",920,88
"6076",921,88
"6077",921,88
"6078",921,88
"6079",921,88
"6080",925,88
"6081",933,88
"6082",935,88
"6083",939,88
"6084",940,88
"6085",942,88
"6086",943,88
"6087",943,88
"6088",946,88
"6089",950,88
"6090",950,88
"6091",950,88
"6092",951,88
"6093",957,88
"6094",960,88
"6095",967,88
"6096",967,88
"6097",969,88
"6098",970,88
"6099",970,88
"6100",971,88
"6101",976,88
"6102",981,88
"6103",984,88
"6104",985,88
"6105",986,88
"6106",986,88
"6107",988,88
"6108",992,88
"6109",995,88
"6110",997,88
"6111",1000,88
"6112",1000,88
"6113",1000,88
"6114",1000,88
"6115",1000,88
"6116",1001,88
"6117",1001,88
"6118",1002,88
"6119",1003,88
"6120",1005,88
"6121",1010,88
"6122",1020,88
"6123",1020,88
"6124",1020,88
"6125",1022,88
"6126",1028,88
"6127",1030,88
"6128",1030,88
"6129",1030,88
"6130",1031,88
"6131",1035,88
"6132",1037,88
"6133",1037,88
"6134",1040,88
"6135",1041,88
"6136",1042,88
"6137",1050,88
"6138",1050,88
"6139",1050,88
"6140",1060,88
"6141",1060,88
"6142",1064,88
"6143",1068,88
"6144",1070,88
"6145",1079,88
"6146",1079,88
"6147",1080,88
"6148",1082,88
"6149",1083,88
"6150",1085,88
"6151",1092,88
"6152",1094,88
"6153",1098,88
"6154",1100,88
"6155",1100,88
"6156",1100,88
"6157",1101,88
"6158",1104,88
"6159",1104,88
"6160",1108,88
"6161",1109,88
"6162",1110,88
"6163",1121,88
"6164",1124,88
"6165",1125,88
"6166",1128,88
"6167",1128,88
"6168",1135,88
"6169",1135,88
"6170",1136,88
"6171",1138,88
"6172",1142,88
"6173",1143,88
"6174",1143,88
"6175",1145,88
"6176",1146,88
"6177",1148,88
"6178",1151,88
"6179",1164,88
"6180",1169,88
"6181",1175,88
"6182",1176,88
"6183",1176,88
"6184",1180,88
"6185",1180,88
"6186",1180,88
"6187",1180,88
"6188",1181,88
"6189",1181,88
"6190",1187,88
"6191",1188,88
"6192",1188,88
"6193",1197,88
"6194",1200,88
"6195",1200,88
"6196",1200,88
"6197",1204,88
"6198",1205,88
"6199",1208,88
"6200",1209,88
"6201",1219,88
"6202",1230,88
"6203",1231,88
"6204",1236,88
"6205",1237,88
"6206",1241,88
"6207",1246,88
"6208",1248,88
"6209",1250,88
"6210",1250,88
"6211",1250,88
"6212",1254,88
"6213",1256,88
"6214",1256,88
"6215",1258,88
"6216",1274,88
"6217",1274,88
"6218",1279,88
"6219",1280,88
"6220",1284,88
"6221",1295,88
"6222",1300,88
"6223",1300,88
"6224",1300,88
"6225",1300,88
"6226",1300,88
"6227",1300,88
"6228",1300,88
"6229",1305,88
"6230",1313,88
"6231",1316,88
"6232",1317,88
"6233",1320,88
"6234",1324,88
"6235",1326,88
"6236",1328,88
"6237",1330,88
"6238",1334,88
"6239",1335,88
"6240",1335,88
"6241",1343,88
"6242",1346,88
"6243",1346,88
"6244",1347,88
"6245",1347,88
"6246",1350,88
"6247",1350,88
"6248",1350,88
"6249",1350,88
"6250",1363,88
"6251",1371,88
"6252",1373,88
"6253",1380,88
"6254",1388,88
"6255",1396,88
"6256",1397,88
"6257",1400,88
"6258",1403,88
"6259",1404,88
"6260",1405,88
"6261",1409,88
"6262",1411,88
"6263",1412,88
"6264",1417,88
"6265",1422,88
"6266",1423,88
"6267",1424,88
"6268",1424,88
"6269",1425,88
"6270",1425,88
"6271",1432,88
"6272",1435,88
"6273",1436,88
"6274",1437,88
"6275",1437,88
"6276",1438,88
"6277",1446,88
"6278",1450,88
"6279",1451,88
"6280",1452,88
"6281",1453,88
"6282",1456,88
"6283",1463,88
"6284",1464,88
"6285",1466,88
"6286",1469,88
"6287",1471,88
"6288",1471,88
"6289",1474,88
"6290",1478,88
"6291",1480,88
"6292",1497,88
"6293",1499,88
"6294",1500,88
"6295",1500,88
"6296",1504,88
"6297",1506,88
"6298",1508,88
"6299",1513,88
"6300",1513,88
"6301",1518,88
"6302",1520,88
"6303",1520,88
"6304",1526,88
"6305",1526,88
"6306",1527,88
"6307",1532,88
"6308",1533,88
"6309",1533,88
"6310",1537,88
"6311",1537,88
"6312",1539,88
"6313",1545,88
"6314",1560,88
"6315",1569,88
"6316",1579,88
"6317",1580,88
"6318",1580,88
"6319",1582,88
"6320",1585,88
"6321",1585,88
"6322",1586,88
"6323",1586,88
"6324",1596,88
"6325",1600,88
"6326",1607,88
"6327",1609,88
"6328",1615,88
"6329",1624,88
"6330",1625,88
"6331",1630,88
"6332",1630,88
"6333",1636,88
"6334",1637,88
"6335",1644,88
"6336",1645,88
"6337",1648,88
"6338",1650,88
"6339",1655,88
"6340",1659,88
"6341",1661,88
"6342",1666,88
"6343",1672,88
"6344",1674,88
"6345",1695,88
"6346",1703,88
"6347",1725,88
"6348",1725,88
"6349",1727,88
"6350",1734,88
"6351",1736,88
"6352",1738,88
"6353",1744,88
"6354",1747,88
"6355",1753,88
"6356",1766,88
"6357",1769,88
"6358",1798,88
"6359",1798,88
"6360",1800,88
"6361",1813,88
"6362",1815,88
"6363",1819,88
"6364",1820,88
"6365",1830,88
"6366",1830,88
"6367",1849,88
"6368",1850,88
"6369",1872,88
"6370",1876,88
"6371",1902,88
"6372",1907,88
"6373",1919,88
"6374",1923,88
"6375",1924,88
"6376",1958,88
"6377",1961,88
"6378",1963,88
"6379",1970,88
"6380",1987,88
"6381",1989,88
"6382",2000,88
"6383",2000,88
"6384",2000,88
"6385",2000,88
"6386",2000,88
"6387",2000,88
"6388",2000,88
"6389",2039,88
"6390",2058,88
"6391",2062,88
"6392",2068,88
"6393",2069,88
"6394",2075,88
"6395",2080,88
"6396",2086,88
"6397",2096,88
"6398",2099,88
"6399",2107,88
"6400",2127,88
"6401",2141,88
"6402",2150,88
"6403",2150,88
"6404",2188,88
"6405",2200,88
"6406",2208,88
"6407",2212,88
"6408",2220,88
"6409",2221,88
"6410",2229,88
"6411",2255,88
"6412",2258,88
"6413",2268,88
"6414",2268,88
"6415",2295,88
"6416",2301,88
"6417",2303,88
"6418",2304,88
"6419",2314,88
"6420",2330,88
"6421",2390,88
"6422",2391,88
"6423",2397,88
"6424",2400,88
"6425",2400,88
"6426",2420,88
"6427",2425,88
"6428",2440,88
"6429",2443,88
"6430",2444,88
"6431",2454,88
"6432",2457,88
"6433",2468,88
"6434",2473,88
"6435",2500,88
"6436",2500,88
"6437",2500,88
"6438",2506,88
"6439",2521,88
"6440",2527,88
"6441",2531,88
"6442",2543,88
"6443",2555,88
"6444",2595,88
"6445",2628,88
"6446",2656,88
"6447",2657,88
"6448",2682,88
"6449",2693,88
"6450",2698,88
"6451",2712,88
"6452",2765,88
"6453",2774,88
"6454",2797,88
"6455",2800,88
"6456",2802,88
"6457",2803,88
"6458",2804,88
"6459",2833,88
"6460",2852,88
"6461",2866,88
"6462",2877,88
"6463",2910,88
"6464",2918,88
"6465",2965,88
"6466",2977,88
"6467",2982,88
"6468",2994,88
"6469",3000,88
"6470",3032,88
"6471",3035,88
"6472",3100,88
"6473",3120,88
"6474",3132,88
"6475",3143,88
"6476",3229,88
"6477",3294,88
"6478",3307,88
"6479",3316,88
"6480",3331,88
"6481",3345,88
"6482",3382,88
"6483",3395,88
"6484",3400,88
"6485",3448,88
"6486",3450,88
"6487",3500,88
"6488",3522,88
"6489",3548,88
"6490",3570,88
"6491",3587,88
"6492",3590,88
"6493",3600,88
"6494",3605,88
"6495",3610,88
"6496",3737,88
"6497",3758,88
"6498",3777,88
"6499",3890,88
"6500",3914,88
"6501",3931,88
"6502",3932,88
"6503",3950,88
"6504",3971,88
"6505",4070,88
"6506",4087,88
"6507",4261,88
"6508",4377,88
"6509",4438,88
"6510",4476,88
"6511",4513,88
"6512",4528,88
"6513",4547,88
"6514",4555,88
"6515",4557,88
"6516",4600,88
"6517",4628,88
"6518",4782,88
"6519",4811,88
"6520",4900,88
"6521",4949,88
"6522",5000,88
"6523",5000,88
"6524",5074,88
"6525",5177,88
"6526",5400,88
"6527",5700,88
"6528",5700,88
"6529",5914,88
"6530",5962,88
"6531",5974,88
"6532",6000,88
"6533",6026,88
"6534",6044,88
"6535",6141,88
"6536",6269,88
"6537",6414,88
"6538",6508,88
"6539",6721,88
"6540",6725,88
"6541",6748,88
"6542",6816,88
"6543",6905,88
"6544",6937,88
"6545",6967,88
"6546",7024,88
"6547",7028,88
"6548",7240,88
"6549",7319,88
"6550",7348,88
"6551",7469,88
"6552",7682,88
"6553",7700,88
"6554",7701,88
"6555",7731,88
"6556",7749,88
"6557",7751,88
"6558",7788,88
"6559",7965,88
"6560",8010,88
"6561",8800,88
"6562",9039,88
"6563",9229,88
"6564",9557,88
"6565",10839,88
"6566",11324,88
"6567",11339,88
"6568",11542,88
"6569",11587,88
"6570",11606,88
"6571",12413,88
"6572",12432,88
"6573",12926,88
"6574",13000,88
"6575",14000,88
"6576",14551,88
"6577",15987,88
"6578",16120,88
"6579",17100,88
"6580",18018,88
"6581",20261,88
"6582",20331,88
"6583",20800,88
"6584",23242,88
"6585",24128,88
"6586",25216,88
"6587",25343,88
"6588",26791,88
"6589",30000,88
"6590",30849,88
"6591",31628,88
"6592",43752,88
"6593",61937,88
"6594",84464,88
"6595",150597,88
"6596",465365,88
"6597",500,89
"6598",500,89
"6599",500,89
"6600",500,89
"6601",500,89
"6602",501,89
"6603",503,89
"6604",504,89
"6605",504,89
"6606",505,89
"6607",506,89
"6608",510,89
"6609",510,89
"6610",510,89
"6611",513,89
"6612",514,89
"6613",514,89
"6614",520,89
"6615",524,89
"6616",526,89
"6617",529,89
"6618",530,89
"6619",531,89
"6620",536,89
"6621",536,89
"6622",539,89
"6623",541,89
"6624",546,89
"6625",546,89
"6626",550,89
"6627",550,89
"6628",550,89
"6629",550,89
"6630",550,89
"6631",551,89
"6632",552,89
"6633",556,89
"6634",557,89
"6635",558,89
"6636",560,89
"6637",560,89
"6638",562,89
"6639",567,89
"6640",570,89
"6641",570,89
"6642",574,89
"6643",574,89
"6644",574,89
"6645",575,89
"6646",575,89
"6647",575,89
"6648",575,89
"6649",578,89
"6650",578,89
"6651",579,89
"6652",580,89
"6653",581,89
"6654",584,89
"6655",585,89
"6656",585,89
"6657",586,89
"6658",586,89
"6659",589,89
"6660",589,89
"6661",590,89
"6662",592,89
"6663",596,89
"6664",598,89
"6665",599,89
"6666",599,89
"6667",600,89
"6668",600,89
"6669",600,89
"6670",600,89
"6671",601,89
"6672",601,89
"6673",601,89
"6674",605,89
"6675",605,89
"6676",606,89
"6677",607,89
"6678",607,89
"6679",607,89
"6680",608,89
"6681",610,89
"6682",613,89
"6683",614,89
"6684",618,89
"6685",624,89
"6686",625,89
"6687",626,89
"6688",628,89
"6689",630,89
"6690",631,89
"6691",633,89
"6692",634,89
"6693",634,89
"6694",636,89
"6695",637,89
"6696",639,89
"6697",640,89
"6698",640,89
"6699",642,89
"6700",643,89
"6701",645,89
"6702",646,89
"6703",646,89
"6704",647,89
"6705",648,89
"6706",649,89
